INSTITUICAO_ENSINO_ALUNO_2020,NOME,IDADE_ALUNO_2020,ANOS_PM_2020,FASE_TURMA_2020,PONTO_VIRADA_2020,INDE_2020,INDE_CONCEITO_2020,PEDRA_2020,DESTAQUE_IEG_2020,DESTAQUE_IDA_2020,DESTAQUE_IPV_2020,IAA_2020,IEG_2020,IPS_2020,IDA_2020,IPP_2020,IPV_2020,IAN_2020
Rede Decisão/União,ALUNO-811,11,2,2B,Não,8196669,B,Ametista,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8000020000000000,2024-04-07 00:00:00,2024-05-07 00:00:00,9,2024-05-07 00:00:00,8083335,10
Escola Pública,ALUNO-813,9,2,1F,Não,8388752,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8000020000000000,2024-06-07 00:00:00,2024-05-07 00:00:00,10,7.1875,8,10
Escola Pública,ALUNO-814,11,1,1E,Não,6864723333333330,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,791668,2024-04-09 00:00:00,5625,3.75,7916666666666660,7944443333333330,5
Escola Pública,ALUNO-817,10,1,2B,Não,8341669000000000,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,10000020000000000,2024-05-09 00:00:00,2024-05-07 00:00:00,7,6.25,8333335,10
Rede Decisão/União,ALUNO-820,14,3,4B,Sim,8332223666666660,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,708333,2024-03-08 00:00:00,5,9,8749999999999990,8944453333333330,10
Escola Pública,ALUNO-821,12,1,1R,Não,71236120000000000,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8500020000000000,2024-05-06 00:00:00,5,9,7291666666666660,7222216666666660,5
Rede Decisão/União,ALUNO-823,10,2,1N,Não,8450835333333330,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9000020000000000,2024-04-09 00:00:00,8125,2024-05-09 00:00:00,7916666666666660,8333333333333330,5
Escola Pública,ALUNO-824,10,1,1N,Não,7751390666666660,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9500020000000000,8,6.25,2024-05-09 00:00:00,6875,7444443333333330,5
Escola João Paulo II,ALUNO-825,13,2,3A,Não,5730206833333330,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,2024-05-07 00:00:00,2024-05-04 00:00:00,3.75,4666666666666660,671875,54999925,10
Escola Pública,ALUNO-826,11,0,2L,Não,6381112000000000,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8000020000000000,2024-01-06 00:00:00,2024-05-07 00:00:00,2024-05-03 00:00:00,6666666666666660,6222216666666660,10
Rede Decisão/União,ALUNO-828,15,4,4L,Sim,7503891,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,791667,2024-02-08 00:00:00,5625,7,8541666666666660,8777786666666660,5
Escola Pública,ALUNO-829,12,3,3F,Não,6508056333333330,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,958335,2024-02-08 00:00:00,2024-05-07 00:00:00,0,7708333333333330,6944439999999990,10
Rede Decisão/União,ALUNO-830,13,3,4B,Sim,9098615,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,958335,10,10,7,8958333333333330,9222233333333330,10
Escola Pública,ALUNO-831,11,1,0H,Não,7889583000000000,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9000020000000000,10,2024-05-07 00:00:00,2024-05-08 00:00:00,5625-06-01 00:00:00,6916655,5
Escola Pública,ALUNO-835,11,4,2M,Não,5032083,D,Quartzo,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,0,2024-09-07 00:00:00,3125,0,5625-06-01 00:00:00,7416665,10
Escola Pública,ALUNO-837,16,1,6A,Não,4045624,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,0,2024-04-03 00:00:00,5,0,640625,6124995,10
Rede Decisão/União,ALUNO-838,15,4,5B,Não,79133346666666592,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,833334,2024-04-08 00:00:00,5,7333333333333330,8333333333333330,8000003333333330,10
Escola Pública,ALUNO-840,8,1,0E,Não,7487501000000000,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9000020000000000,10,4375,10,2024-05-02 00:00:00,4499995,10
Escola Pública,ALUNO-842,14,4,4L,Não,4603611,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,958335,2024-09-03 00:00:00,4375,0,5833333333333330,42222133333333296,10
Escola Pública,ALUNO-846,17,1,7B,Não,6988332833333330,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,708333,2024-04-06 00:00:00,5625,6166666666666660,6875,75833325,10
Escola Pública,ALUNO-848,12,1,2M,Não,7432918,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9500020000000000,2024-03-08 00:00:00,6875,7,7.1875,758333,5
Escola Pública,ALUNO-849,10,0,1J,Não,78575013333333296,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,79166799999999904,2024-06-08 00:00:00,2024-05-07 00:00:00,9,7291666666666660,7833333333333330,5
Rede Decisão/União,ALUNO-850,12,4,3B,Não,8186876333333330,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,916668,2024-07-09 00:00:00,2024-05-07 00:00:00,6666666666666660,796875,7.25,10
Escola Pública,ALUNO-851,9,1,0H,Não,76499999999999904,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9500020000000000,10,2024-05-07 00:00:00,9,2024-05-02 00:00:00,699999,5
Escola Pública,ALUNO-855,13,0,2L,Não,7356112666666660,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9000020000000000,2024-06-07 00:00:00,2024-05-07 00:00:00,8,7083333333333330,6888886666666660,5
Escola Pública,ALUNO-858,10,1,1A,Sim,8590003000000000,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9000020000000000,2024-07-09 00:00:00,6875,2024-05-09 00:00:00,8125,9250005,5
Escola Pública,ALUNO-860,14,2,3C,Sim,8448612666666660,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,833334,10,2024-05-07 00:00:00,8666666666666660,8541666666666660,8888893333333330,5
Escola Pública,ALUNO-861,14,0,3J,Não,8080835,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9583350000000000,2024-08-08 00:00:00,2024-05-07 00:00:00,8666666666666660,8125,7833333333333330,5
Escola Pública,ALUNO-862,10,1,1J,Não,8345835333333330,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9500020000000000,2024-05-09 00:00:00,6875,10,7083333333333330,8,5
Escola Pública,ALUNO-866,8,1,1A,Não,8558752,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9000020000000000,2024-07-09 00:00:00,2024-05-07 00:00:00,9,7.1875,7.25,10
Rede Decisão/União,ALUNO-872,12,3,2N,Não,6996391333333330,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9000020000000000,2024-01-08 00:00:00,4375,6,2024-05-07 00:00:00,7944446666666660,5
Escola Pública,ALUNO-873,11,0,1K,Não,7506112,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9000020000000000,2024-06-08 00:00:00,2024-05-07 00:00:00,2024-05-07 00:00:00,6.25,7555549999999990,5
Rede Decisão/União,ALUNO-874,14,4,4L,Não,7706946333333330,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,875001,8,5,6333333333333330,8541666666666660,805556,10
Escola Pública,ALUNO-877,12,1,2M,Não,7543335000000000,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8000020000000000,2024-03-08 00:00:00,2024-05-07 00:00:00,2024-05-07 00:00:00,2024-05-07 00:00:00,7916665,5
Escola Pública,ALUNO-880,14,1,2F,Não,48113893333333296,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,74166799999999904,2024-08-05 00:00:00,5,0.5,6875,5611106666666660,5
Escola Pública,ALUNO-886,7,0,0C,Não,871667,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,10000020000000000,10,2024-05-07 00:00:00,2024-05-08 00:00:00,2024-05-07 00:00:00,758334,10
Escola Pública,ALUNO-888,8,0,1K,Não,6593890666666660,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8500020000000000,2024-09-07 00:00:00,2024-05-07 00:00:00,0,7916666666666660,811111,10
Escola Pública,ALUNO-889,12,1,2D,Não,7633752,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9000020000000000,2024-07-08 00:00:00,2024-05-07 00:00:00,7,4375-08-01 00:00:00,2024-05-07 00:00:00,5
Escola Pública,ALUNO-890,12,2,2R,Não,6867500666666660,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9000020000000000,2024-09-07 00:00:00,6875,2024-05-05 00:00:00,6666666666666660,71666599999999904,5
Escola Pública,ALUNO-892,11,1,1E,Não,7698057333333330,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9500020000000000,2024-04-09 00:00:00,2024-05-07 00:00:00,2024-05-06 00:00:00,7291666666666660,7944443333333330,5
Escola Pública,ALUNO-894,14,2,5A,Não,8799447333333330,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,10000020000000000,2024-04-09 00:00:00,8125,8,8958333333333330,805556,10
Escola Pública,ALUNO-898,13,3,2M,Não,7105001,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,69166799999999904,2024-09-07 00:00:00,4375,2024-05-07 00:00:00,8125,7916665,5
Escola Pública,ALUNO-899,10,1,1D,Não,7812502,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8000020000000000,2024-05-09 00:00:00,2024-05-07 00:00:00,2024-05-07 00:00:00,8125,7.75,5
Escola Pública,ALUNO-902,8,1,0A,Não,77166690000000000,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9000020000000000,10,2024-05-07 00:00:00,8,2024-05-02 00:00:00,6083335,10
Escola Pública,ALUNO-903,8,0,1M,Não,8885835,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9000020000000000,2024-02-09 00:00:00,2024-05-07 00:00:00,10,8125,7916665,10
Escola Pública,ALUNO-904,13,0,3A,Não,79385425000000000,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,958335,2024-05-08 00:00:00,2024-05-07 00:00:00,7,796875,66666625,10
Rede Decisão/União,ALUNO-906,16,3,4A,Sim,8927781333333330,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,10000020000000000,10,10,7666666666666660,9166666666666660,9888896666666660,5
Escola Pública,ALUNO-907,9,0,1C,Não,8118335333333330,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9500020000000000,2024-08-08 00:00:00,2024-05-07 00:00:00,7,7916666666666660,7333333333333330,10
Escola Pública,ALUNO-908,13,1,2B,Não,7156668,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,741668,2024-07-07 00:00:00,6875,2024-05-07 00:00:00,6875,2024-05-07 00:00:00,5
Escola Pública,ALUNO-909,12,1,2H,Não,6241251999999990,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9500020000000000,2024-03-06 00:00:00,2024-05-07 00:00:00,2,8125-07-01 00:00:00,8,5
Escola Pública,ALUNO-910,16,4,5G,Não,4328750666666660,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,958335,0.8,3125,13333333333333300,8125-07-01 00:00:00,6749995,5
Escola Pública,ALUNO-911,15,1,3A,Não,65970838333333296,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,583334,2024-01-08 00:00:00,3.75,7666666666666660,7.1875,63333325,5
Escola Pública,ALUNO-912,15,1,4A,Não,4745832666666660,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,916668,1,2024-05-07 00:00:00,26666666666666600,8125,51666566666666600,5
