NOME,FASE_2021,TURMA_2021,INSTITUICAO_ENSINO_ALUNO_2021,SINALIZADOR_INGRESSANTE_2021,PEDRA_2021,INDE_2021,IAA_2021,IEG_2021,IPS_2021,IDA_2021,IPP_2021,REC_EQUIPE_1_2021,REC_EQUIPE_2_2021,REC_EQUIPE_3_2021,REC_EQUIPE_4_2021,PONTO_VIRADA_2021,IPV_2021,IAN_2021,NIVEL_IDEAL_2021,DEFASAGEM_2021
ALUNO-834,3.0,H,Escola Pública,Ingressante,Quartzo,5506,2024-07-06 00:00:00,2024-01-03 00:00:00,2024-09-06 00:00:00,2024-08-05 00:00:00,2024-03-07 00:00:00,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,2024-07-05 00:00:00,5.0,Nível 4 (9o ano),-1.0
ALUNO-835,2.0,M,Escola Pública,Veterano,Quartzo,4335,0.0,2024-04-05 00:00:00,2024-06-05 00:00:00,2024-06-01 00:00:00,2024-08-07 00:00:00,Mantido na Fase atual,Não avaliado,Mantido na Fase atual,Não avaliado,Não,2024-04-05 00:00:00,5.0,Nível 3 (7o e 8o ano),-1.0
ALUNO-838,6.0,A,Rede Decisão,Veterano,Ágata,6315,2024-05-07 00:00:00,2024-02-07 00:00:00,2024-05-02 00:00:00,2024-03-05 00:00:00,2024-07-07 00:00:00,Alocado em Fase anterior,Promovido de Fase,Não avaliado,Mantido na Fase atual,Não,2024-02-05 00:00:00,10.0,Nível 6 (2o EM),0.0
ALUNO-840,0.0,K,Escola Pública,Veterano,Ágata,6598,9.0,2024-03-08 00:00:00,2024-04-04 00:00:00,2024-06-06 00:00:00,2024-03-05 00:00:00,Mantido na Fase atual,Alocado em Fase anterior,Não avaliado,Não avaliado,Não,2024-02-06 00:00:00,5.0,Nível 1 (4o ano),-1.0
ALUNO-843,6.0,C,Escola Pública,Ingressante,Ágata,6644,2024-01-07 00:00:00,2024-02-07 00:00:00,2024-06-05 00:00:00,2024-03-07 00:00:00,2024-09-06 00:00:00,Mantido na Fase atual,Promovido de Fase,Alocado em Fase anterior,Promovido de Fase,Não,2024-05-06 00:00:00,5.0,Nível 7 (3o EM),-1.0
ALUNO-845,3.0,A,Escola Pública,Ingressante,Ágata,5683,2024-08-08 00:00:00,2024-04-04 00:00:00,2024-04-04 00:00:00,2024-05-04 00:00:00,6.0,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,2024-09-04 00:00:00,10.0,Nível 3 (7o e 8o ano),0.0
ALUNO-848,2.0,M,Escola Pública,Veterano,Ágata,6850,2024-05-08 00:00:00,2024-09-07 00:00:00,2024-05-07 00:00:00,2024-09-04 00:00:00,2024-01-08 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,2024-08-06 00:00:00,5.0,Nível 3 (7o e 8o ano),-1.0
ALUNO-849,2.0,R,Escola Pública,Veterano,Ametista,7444,2024-05-07 00:00:00,2024-03-08 00:00:00,2024-01-08 00:00:00,2024-06-04 00:00:00,2024-09-07 00:00:00,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Não avaliado,Não,2024-06-07 00:00:00,10.0,Nível 2 (5o e 6o ano),0.0
ALUNO-850,3.0,B,Rede Decisão,Veterano,Ametista,8151,2024-02-09 00:00:00,2024-05-07 00:00:00,2024-05-07 00:00:00,2024-06-06 00:00:00,2024-01-08 00:00:00,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,Sim,2024-03-09 00:00:00,10.0,Nível 3 (7o e 8o ano),0.0
ALUNO-851,1.0,G,Escola Pública,Veterano,Ametista,7713,2024-05-09 00:00:00,2024-06-09 00:00:00,2024-05-07 00:00:00,2024-08-04 00:00:00,2024-01-08 00:00:00,Mantido na Fase atual,Mantido na Fase + Bolsa,Promovido de Fase,Não avaliado,Sim,2024-02-09 00:00:00,5.0,Nível 2 (5o e 6o ano),-1.0
ALUNO-855,2.0,L,Escola Pública,Veterano,Ágata,6243,8.0,2024-01-07 00:00:00,2024-05-07 00:00:00,2024-08-02 00:00:00,2024-09-07 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,2024-01-07 00:00:00,5.0,Nível 4 (9o ano),-2.0
ALUNO-858,2.0,A,Escola Pública,Veterano,Topázio,8586,2024-05-09 00:00:00,10.0,2024-05-07 00:00:00,2024-02-06 00:00:00,2024-07-07 00:00:00,Mantido na Fase atual,Promovido de Fase + Bolsa,Mantido na Fase atual,Não avaliado,Sim,2024-04-09 00:00:00,10.0,Nível 2 (5o e 6o ano),0.0
ALUNO-860,3.0,C,Escola Pública,Veterano,Ametista,7069,2024-08-08 00:00:00,5.0,2024-05-07 00:00:00,2024-02-07 00:00:00,2024-03-08 00:00:00,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,Não,2024-04-08 00:00:00,5.0,Nível 5 (1o EM),-2.0
ALUNO-861,3.0,J,Escola Pública,Veterano,Ametista,7724,2024-02-09 00:00:00,2024-03-08 00:00:00,2024-05-07 00:00:00,2024-07-07 00:00:00,2024-07-07 00:00:00,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,Não,2024-09-07 00:00:00,5.0,Nível 5 (1o EM),-2.0
ALUNO-862,1.0,J,Escola Pública,Veterano,Ametista,7990,9.0,2024-06-09 00:00:00,2024-05-07 00:00:00,2024-05-06 00:00:00,2024-01-08 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Não avaliado,Sim,2024-01-09 00:00:00,5.0,Nível 2 (5o e 6o ano),-1.0
ALUNO-865,0.0,T,Escola Pública,Ingressante,Topázio,8396,2024-05-09 00:00:00,10.0,2024-05-07 00:00:00,2024-03-07 00:00:00,2024-01-08 00:00:00,Promovido de Fase,Promovido de Fase,Não avaliado,Não avaliado,Sim,2024-07-09 00:00:00,5.0,Nível 1 (4o ano),-1.0
ALUNO-866,1.0,A,Rede Decisão,Veterano,Topázio,8846,2024-05-08 00:00:00,10.0,2024-05-07 00:00:00,2024-04-08 00:00:00,2024-07-07 00:00:00,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Sim,9.0,10.0,Nível 1 (4o ano),0.0
ALUNO-867,1.0,E,Escola Pública,Ingressante,Quartzo,4088,0.0,2024-01-02 00:00:00,2024-01-08 00:00:00,2024-07-01 00:00:00,2024-09-06 00:00:00,Mantido na Fase atual,Não avaliado,Mantido na Fase atual,Não avaliado,Não,2024-07-06 00:00:00,5.0,Nível 3 (7o e 8o ano),-2.0
ALUNO-868,0.0,Q,Escola Pública,Ingressante,Ametista,8081,9.0,2024-03-08 00:00:00,2024-05-07 00:00:00,7.0,2024-08-07 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,2024-09-07 00:00:00,10.0,ALFA  (2o e 3o ano),0.0
ALUNO-871,0.0,P,Escola Pública,Ingressante,Ágata,6258,2024-05-08 00:00:00,2024-07-06 00:00:00,2024-05-07 00:00:00,2024-09-02 00:00:00,2024-05-07 00:00:00,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não avaliado,Não,2024-05-07 00:00:00,5.0,Nível 2 (5o e 6o ano),-2.0
ALUNO-872,3.0,L,Rede Decisão,Veterano,Quartzo,4451,2024-07-06 00:00:00,2024-02-02 00:00:00,5.0,2024-09-02 00:00:00,2024-02-05 00:00:00,Alocado em Fase anterior,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,2024-07-03 00:00:00,10.0,Nível 3 (7o e 8o ano),0.0
ALUNO-873,1.0,J,Escola Pública,Veterano,Ágata,5864,10.0,2024-08-05 00:00:00,2024-05-07 00:00:00,2024-05-01 00:00:00,2024-09-07 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,2024-08-06 00:00:00,5.0,Nível 3 (7o e 8o ano),-2.0
ALUNO-874,5.0,L,Rede Decisão,Veterano,Ágata,6192,2024-01-07 00:00:00,2024-07-06 00:00:00,2024-09-06 00:00:00,2024-07-02 00:00:00,2024-02-07 00:00:00,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não,2024-01-06 00:00:00,10.0,Nível 5 (1o EM),0.0
ALUNO-875,0.0,O,Escola Pública,Ingressante,Ametista,8069,8.0,10.0,2024-05-07 00:00:00,2024-01-07 00:00:00,2024-04-08 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,2024-08-08 00:00:00,5.0,Nível 2 (5o e 6o ano),-2.0
ALUNO-877,2.0,M,Escola Pública,Veterano,Ágata,6379,2024-04-07 00:00:00,2024-05-07 00:00:00,2024-05-07 00:00:00,2024-09-01 00:00:00,2024-01-08 00:00:00,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,2024-05-08 00:00:00,5.0,Nível 3 (7o e 8o ano),-1.0
ALUNO-878,0.0,J,Escola Pública,Ingressante,Ametista,7083,9.0,2024-07-06 00:00:00,2024-05-07 00:00:00,2024-07-06 00:00:00,2024-06-05 00:00:00,Mantido na Fase atual,Promovido de Fase,Não avaliado,Não avaliado,Não,2024-05-08 00:00:00,5.0,Nível 1 (4o ano),-1.0
ALUNO-884,5.0,B,Escola Pública,Ingressante,Quartzo,4511,2024-09-07 00:00:00,2024-09-03 00:00:00,0.0,2024-01-02 00:00:00,2024-05-07 00:00:00,Promovido de Fase,Alocado em Fase anterior,Promovido de Fase + Bolsa,Mantido na Fase atual,Não,2024-04-06 00:00:00,5.0,Nível 7 (3o EM),-2.0
ALUNO-885,1.0,J,Escola Pública,Ingressante,Ametista,7772,10.0,2024-03-08 00:00:00,2024-05-07 00:00:00,2024-09-03 00:00:00,2024-01-08 00:00:00,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,2024-08-08 00:00:00,10.0,Nível 1 (4o ano),0.0
ALUNO-886,0.0,Q,Escola Pública,Veterano,Topázio,8544,2024-05-09 00:00:00,10.0,2024-05-07 00:00:00,2024-01-07 00:00:00,2024-08-07 00:00:00,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não avaliado,Não,2024-03-08 00:00:00,10.0,ALFA  (2o e 3o ano),0.0
ALUNO-889,2.0,D,Escola Pública,Veterano,Ametista,7933,2024-05-08 00:00:00,2024-03-08 00:00:00,2024-05-07 00:00:00,2024-03-08 00:00:00,2024-05-07 00:00:00,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Não avaliado,Não,2024-08-08 00:00:00,5.0,Nível 3 (7o e 8o ano),-1.0
ALUNO-890,3.0,R,Escola Pública,Veterano,Ágata,6058,10.0,2024-03-05 00:00:00,2024-05-07 00:00:00,2024-03-02 00:00:00,2024-02-07 00:00:00,Promovido de Fase,Promovido de Fase,Não avaliado,Não avaliado,Não,2024-04-05 00:00:00,10.0,Nível 3 (7o e 8o ano),0.0
ALUNO-892,1.0,G,Escola Pública,Veterano,Ametista,7411,7.0,2024-06-09 00:00:00,2024-06-05 00:00:00,2024-09-06 00:00:00,2024-03-08 00:00:00,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Não avaliado,Não,2024-06-07 00:00:00,5.0,Nível 3 (7o e 8o ano),-2.0
ALUNO-897,3.0,M,Escola Pública,Veterano,Quartzo,5135,2024-09-07 00:00:00,2024-03-03 00:00:00,2024-09-06 00:00:00,2024-03-04 00:00:00,2024-07-06 00:00:00,Mantido na Fase atual,Alocado em Fase anterior,Mantido na Fase atual,Não avaliado,Não,2024-08-04 00:00:00,5.0,Nível 4 (9o ano),-1.0
ALUNO-899,2.0,D,Escola Pública,Veterano,Ametista,8092,8.0,2024-01-07 00:00:00,2024-05-07 00:00:00,2024-09-07 00:00:00,2024-05-07 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Sim,9.0,10.0,Nível 2 (5o e 6o ano),0.0
ALUNO-900,3.0,D,Escola Pública,Ingressante,Ágata,5835,2024-09-07 00:00:00,2024-06-05 00:00:00,2024-05-07 00:00:00,2024-04-05 00:00:00,2024-03-07 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,2024-04-04 00:00:00,5.0,Nível 4 (9o ano),-1.0
ALUNO-902,0.0,I,Escola Pública,Veterano,Ametista,7273,2024-05-08 00:00:00,10.0,2024-05-07 00:00:00,2024-04-05 00:00:00,2024-08-07 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,2024-06-06 00:00:00,5.0,Nível 1 (4o ano),-1.0
ALUNO-903,1.0,M,Rede Decisão,Ingressante,Topázio,9069,9.0,10.0,2024-05-07 00:00:00,2024-03-08 00:00:00,2024-01-08 00:00:00,Promovido de Fase,Mantido na Fase + Bolsa,Promovido de Fase + Bolsa,Não avaliado,Sim,2024-07-09 00:00:00,10.0,Nível 1 (4o ano),0.0
ALUNO-904,4.0,A,Escola Pública,Veterano,Ametista,7144,2024-02-09 00:00:00,2024-06-05 00:00:00,2024-05-07 00:00:00,2024-09-05 00:00:00,2024-05-07 00:00:00,Promovido de Fase,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não,2024-02-07 00:00:00,10.0,Nível 4 (9o ano),0.0
ALUNO-905,0.0,M,Escola Pública,Ingressante,Ágata,6133,2024-05-09 00:00:00,2024-08-05 00:00:00,2024-05-07 00:00:00,2024-05-03 00:00:00,2024-05-07 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,2024-06-06 00:00:00,5.0,Nível 1 (4o ano),-1.0
ALUNO-906,5.0,A,Rede Decisão,Veterano,Topázio,8632,2024-06-09 00:00:00,2024-02-09 00:00:00,2024-05-07 00:00:00,2024-08-06 00:00:00,2024-07-07 00:00:00,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Mantido na Fase atual,Sim,2024-09-09 00:00:00,10.0,Nível 5 (1o EM),0.0
ALUNO-907,2.0,P,Escola Pública,Veterano,Quartzo,5364,0.0,2024-08-03 00:00:00,2024-05-07 00:00:00,2024-01-03 00:00:00,2024-03-07 00:00:00,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,2024-06-07 00:00:00,10.0,Nível 2 (5o e 6o ano),0.0
ALUNO-909,2.0,H,Escola Pública,Veterano,Ágata,6082,2024-05-09 00:00:00,2024-04-05 00:00:00,2024-05-07 00:00:00,2024-01-03 00:00:00,2024-03-07 00:00:00,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,2024-02-07 00:00:00,5.0,Nível 3 (7o e 8o ano),-1.0
ALUNO-910,6.0,C,Escola Pública,Veterano,Ágata,6772,2024-08-08 00:00:00,2024-08-07 00:00:00,2024-05-07 00:00:00,5.0,2024-05-07 00:00:00,Mantido na Fase atual,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Não,2024-07-06 00:00:00,5.0,Nível 7 (3o EM),-1.0
ALUNO-911,4.0,A,Escola Pública,Veterano,Ágata,6239,2024-07-06 00:00:00,2024-09-06 00:00:00,5.0,2024-01-05 00:00:00,2024-05-07 00:00:00,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não,7.0,5.0,Nível 6 (2o EM),-2.0
ALUNO-914,2.0,C,Escola Pública,Ingressante,Quartzo,5061,0.0,2024-09-02 00:00:00,2024-05-07 00:00:00,2024-06-04 00:00:00,2024-07-07 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,2024-07-07 00:00:00,5.0,Nível 3 (7o e 8o ano),-1.0
ALUNO-916,4.0,G,Rede Decisão,Veterano,Topázio,8866,2024-03-08 00:00:00,2024-07-09 00:00:00,2024-05-07 00:00:00,2024-08-07 00:00:00,2024-02-09 00:00:00,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Sim,2024-03-09 00:00:00,10.0,Nível 4 (9o ano),0.0
ALUNO-919,6.0,A,Escola Pública,Veterano,Ágata,6517,2024-05-07 00:00:00,2024-09-03 00:00:00,2024-05-07 00:00:00,2024-05-05 00:00:00,2024-08-07 00:00:00,Mantido na Fase atual,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Não,2024-08-06 00:00:00,10.0,Nível 6 (2o EM),0.0
ALUNO-922,2.0,E,Escola Pública,Veterano,Ametista,7475,2024-05-08 00:00:00,2024-07-06 00:00:00,2024-03-06 00:00:00,2024-06-05 00:00:00,2024-05-08 00:00:00,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,Não,2024-05-08 00:00:00,10.0,Nível 2 (5o e 6o ano),0.0
ALUNO-923,0.0,M,Escola Pública,Veterano,Ágata,5910,8.0,2024-03-08 00:00:00,5.0,2024-09-03 00:00:00,2024-06-06 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,5.0,5.0,Nível 1 (4o ano),-1.0
ALUNO-926,2.0,I,Escola Pública,Veterano,Ametista,7219,9.0,2024-09-07 00:00:00,5.0,2024-09-06 00:00:00,2024-05-07 00:00:00,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Não avaliado,Não,2024-01-08 00:00:00,5.0,Nível 3 (7o e 8o ano),-1.0
ALUNO-927,1.0,J,Escola Pública,Veterano,Ametista,7247,2024-04-07 00:00:00,2024-08-08 00:00:00,2024-05-07 00:00:00,2024-07-04 00:00:00,2024-01-08 00:00:00,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,2024-08-08 00:00:00,5.0,Nível 2 (5o e 6o ano),-1.0
ALUNO-930,5.0,A,Rede Decisão,Veterano,Topázio,8355,10.0,2024-03-08 00:00:00,2024-05-07 00:00:00,9.0,8.0,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Sim,2024-03-09 00:00:00,5.0,Nível 6 (2o EM),-1.0
ALUNO-931,1.0,G,Escola Pública,Veterano,Ametista,7757,2024-05-08 00:00:00,2024-06-09 00:00:00,2024-09-06 00:00:00,2024-06-06 00:00:00,2024-03-08 00:00:00,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,2024-02-08 00:00:00,5.0,Nível 2 (5o e 6o ano),-1.0
ALUNO-932,3.0,B,Escola Pública,Veterano,Ametista,7289,10.0,2024-08-05 00:00:00,2024-05-07 00:00:00,2024-04-06 00:00:00,2024-01-07 00:00:00,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,2024-09-06 00:00:00,10.0,Nível 3 (7o e 8o ano),0.0
ALUNO-937,2.0,G,Escola Pública,Ingressante,Topázio,8581,10.0,2024-03-08 00:00:00,2024-05-07 00:00:00,2024-03-08 00:00:00,2024-01-08 00:00:00,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,2024-04-08 00:00:00,10.0,Nível 2 (5o e 6o ano),0.0
ALUNO-938,3.0,G,Rede Decisão,Veterano,Ágata,6883,2024-08-08 00:00:00,2024-05-07 00:00:00,2024-03-06 00:00:00,6.0,2024-09-07 00:00:00,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Não avaliado,Não,7.0,5.0,Nível 4 (9o ano),-1.0
ALUNO-939,3.0,D,Escola Pública,Ingressante,Ágata,6469,2024-02-09 00:00:00,5.0,2024-04-04 00:00:00,2024-04-07 00:00:00,2024-01-09 00:00:00,Promovido de Fase + Bolsa,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,2024-02-06 00:00:00,5.0,Nível 4 (9o ano),-1.0
ALUNO-940,1.0,C,Escola Pública,Veterano,Ágata,6557,2024-05-08 00:00:00,2024-03-08 00:00:00,2024-05-07 00:00:00,2024-09-02 00:00:00,2024-09-07 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,2024-01-07 00:00:00,5.0,Nível 2 (5o e 6o ano),-1.0
ALUNO-944,3.0,F,Escola Pública,Veterano,Quartzo,4625,2024-02-09 00:00:00,2024-07-04 00:00:00,2024-06-05 00:00:00,2024-03-01 00:00:00,2024-03-07 00:00:00,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,2024-06-03 00:00:00,5.0,Nível 5 (1o EM),-2.0
ALUNO-945,3.0,D,Escola Pública,Ingressante,Ametista,7747,2024-08-08 00:00:00,2024-04-06 00:00:00,2024-05-07 00:00:00,9.0,2024-03-08 00:00:00,Promovido de Fase,Promovido de Fase,Promovido de Fase + Bolsa,Não avaliado,Não,2024-06-08 00:00:00,5.0,Nível 5 (1o EM),-2.0
ALUNO-946,3.0,M,Escola Pública,Ingressante,Ametista,7542,2024-09-07 00:00:00,2024-01-06 00:00:00,2024-05-07 00:00:00,2024-01-07 00:00:00,2024-05-07 00:00:00,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Não avaliado,Não,2024-01-08 00:00:00,10.0,Nível 3 (7o e 8o ano),0.0
ALUNO-947,1.0,F,Escola Pública,Ingressante,Ametista,7310,2024-05-08 00:00:00,2024-08-08 00:00:00,2024-05-07 00:00:00,2024-01-05 00:00:00,2024-01-08 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,2024-01-08 00:00:00,5.0,Nível 2 (5o e 6o ano),-1.0
ALUNO-948,3.0,C,Escola Pública,Veterano,Ametista,6908,2024-03-08 00:00:00,2024-04-06 00:00:00,2024-05-07 00:00:00,2024-02-06 00:00:00,2024-05-07 00:00:00,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,2024-08-07 00:00:00,5.0,Nível 4 (9o ano),-1.0
ALUNO-951,6.0,A,Rede Decisão,Veterano,Ametista,7233,2024-03-08 00:00:00,2024-02-07 00:00:00,2024-05-07 00:00:00,7.0,8.0,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Não,2024-06-07 00:00:00,5.0,Nível 7 (3o EM),-1.0
ALUNO-956,0.0,P,Escola Pública,Ingressante,Ametista,7604,9.0,2024-05-07 00:00:00,2024-05-07 00:00:00,2024-09-05 00:00:00,2024-05-07 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,2024-06-07 00:00:00,10.0,ALFA  (2o e 3o ano),0.0
ALUNO-957,2.0,N,Rede Decisão,Veterano,Ametista,7440,2024-05-07 00:00:00,2024-05-07 00:00:00,2024-05-07 00:00:00,2024-03-05 00:00:00,2024-01-08 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,2024-09-07 00:00:00,10.0,Nível 2 (5o e 6o ano),0.0
ALUNO-958,4.0,G,Rede Decisão,Ingressante,Ametista,7494,2024-01-07 00:00:00,2024-01-08 00:00:00,2024-09-06 00:00:00,2024-06-07 00:00:00,2024-01-08 00:00:00,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Não,2024-03-08 00:00:00,5.0,Nível 6 (2o EM),-2.0
ALUNO-959,1.0,N,Escola Pública,Ingressante,Ametista,8064,9.0,10.0,2024-05-07 00:00:00,2024-01-06 00:00:00,2024-01-08 00:00:00,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Não avaliado,Sim,2024-04-09 00:00:00,5.0,Nível 2 (5o e 6o ano),-1.0
ALUNO-961,2.0,N,Rede Decisão,Veterano,Ametista,7261,2024-05-09 00:00:00,2024-05-07 00:00:00,2024-03-06 00:00:00,2024-02-04 00:00:00,2024-07-07 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,2024-09-07 00:00:00,10.0,Nível 2 (5o e 6o ano),0.0
ALUNO-963,1.0,G,Escola Pública,Ingressante,Ametista,7885,7.0,2024-06-09 00:00:00,2024-05-07 00:00:00,2024-03-07 00:00:00,2024-01-08 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase + Bolsa,Não avaliado,Não,2024-08-08 00:00:00,5.0,Nível 2 (5o e 6o ano),-1.0
ALUNO-964,2.0,G,Escola Pública,Ingressante,Ágata,6029,0.0,2024-04-05 00:00:00,2024-05-07 00:00:00,2024-03-06 00:00:00,2024-03-08 00:00:00,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,8.0,5.0,Nível 3 (7o e 8o ano),-1.0
ALUNO-965,3.0,C,Escola Pública,Veterano,Ametista,7239,2024-08-08 00:00:00,2024-01-06 00:00:00,2024-05-07 00:00:00,5.0,2024-05-07 00:00:00,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,2024-02-08 00:00:00,10.0,Nível 3 (7o e 8o ano),0.0
ALUNO-966,0.0,K,Escola Pública,Ingressante,Quartzo,3300,8.0,0.0,2024-05-07 00:00:00,0.0,2024-05-02 00:00:00,Não avaliado,Alocado em Fase anterior,Não avaliado,Não avaliado,Não,5.0,5.0,Nível 2 (5o e 6o ano),-2.0
ALUNO-969,0.0,J,Escola Pública,Ingressante,Topázio,8596,2024-05-09 00:00:00,10.0,2024-05-07 00:00:00,2024-07-07 00:00:00,2024-08-08 00:00:00,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não avaliado,Sim,2024-09-09 00:00:00,5.0,Nível 2 (5o e 6o ano),-2.0
ALUNO-972,0.0,R,Escola Pública,Ingressante,Topázio,8254,2024-05-09 00:00:00,10.0,2024-05-07 00:00:00,2024-06-06 00:00:00,2024-01-08 00:00:00,Promovido de Fase,Promovido de Fase + Bolsa,Não avaliado,Não avaliado,Sim,2024-06-09 00:00:00,5.0,Nível 1 (4o ano),-1.0
ALUNO-973,1.0,N,Escola Pública,Veterano,Ágata,5933,2024-03-06 00:00:00,2024-09-07 00:00:00,2024-03-06 00:00:00,2024-07-02 00:00:00,2024-09-06 00:00:00,Alocado em Fase anterior,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,2024-08-06 00:00:00,5.0,Nível 2 (5o e 6o ano),-1.0
ALUNO-977,1.0,B,Escola Pública,Ingressante,Ágata,6249,9.0,2024-01-07 00:00:00,2024-05-07 00:00:00,2024-04-05 00:00:00,2024-08-05 00:00:00,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,2024-01-05 00:00:00,5.0,Nível 2 (5o e 6o ano),-1.0
ALUNO-983,3.0,L,Rede Decisão,Veterano,Topázio,8296,2024-09-07 00:00:00,2024-05-07 00:00:00,2024-05-07 00:00:00,2024-02-07 00:00:00,2024-05-08 00:00:00,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Mantido na Fase atual,Não avaliado,Sim,2024-08-09 00:00:00,10.0,Nível 2 (5o e 6o ano),1.0
ALUNO-984,1.0,G,Escola Pública,Veterano,Quartzo,4081,2024-05-09 00:00:00,0.4,2024-05-07 00:00:00,2024-01-01 00:00:00,2024-02-07 00:00:00,Não avaliado,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,2024-03-04 00:00:00,5.0,Nível 2 (5o e 6o ano),-1.0
ALUNO-986,4.0,F,Escola Pública,Veterano,Ágata,6427,2024-08-08 00:00:00,2024-04-06 00:00:00,2024-09-01 00:00:00,2024-03-06 00:00:00,2024-03-08 00:00:00,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Não,2024-05-07 00:00:00,5.0,Nível 5 (1o EM),-1.0
